Method,Name,Error,Occurrences
GET,/polls/contacts (FaaS),"ReadTimeout(ReadTimeoutError(""HTTPConnectionPool(host='sls-weur-dev-serverless-framework-app.azurewebsites.net', port=80): Read timed out. (read timeout=10.0)"",),)",2
