Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/contacts (FaaS),60723,1,420.0,457.8019880797984,118.51126700639725,10151.986828976078,25.99957182616142,301.210234304508,0.0049603977785107455,420,600,660,690,760,850,950,1000,1600,4200,10000
GET,/polls/help (PaaS),61234,0,170.0,340.61923568302046,126.87570601701736,5668.355376023101,22.0,303.744997569327,0.0,170,480,590,600,610,630,650,940,1500,2000,5700
,Aggregated,121957,1,340.0,398.9651139334654,118.51126700639725,10151.986828976078,23.991406807317333,604.955231873835,0.0049603977785107455,340,550,600,620,700,780,910,1000,1600,3000,10000
