Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/contacts (FaaS),78780,219,600.0,682.3679338175922,27.61636202922091,4113.509635004448,27.32792586951003,388.55165543740395,1.0801321723888229,600,730,880,1000,1200,1300,1400,1500,1700,1900,4100
GET,/polls/help (PaaS),78255,171,600.0,682.8832977048046,27.028255979530513,2840.649175021099,23.051153280940515,385.9622974898965,0.8433908743309987,600,730,880,1000,1200,1300,1400,1500,1700,1900,2800
,Aggregated,157035,390,600.0,682.6247542779594,27.028255979530513,4113.509635004448,25.196688636291274,774.5139529273005,1.9235230467198217,600,730,880,1000,1200,1300,1400,1500,1700,1900,4100
