Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/contacts (FaaS),29860,2,240.0,522.5977445063837,113.2969880127348,17094.84220101149,25.998258539852646,147.1606663524718,0.00985670906580521,240,520,600,620,670,710,5200,6400,7800,8700,17000
GET,/polls/help (PaaS),30284,0,160.0,338.3943954121024,125.66211400553584,1970.4437300097197,22.0,149.25028867442248,0.0,160,480,590,590,610,630,650,1100,1800,1900,2000
,Aggregated,60144,2,230.0,429.84677643024617,113.2969880127348,17094.84220101149,23.985035913806865,296.41095502689427,0.00985670906580521,230,500,590,600,640,680,1200,5200,7500,8200,17000
