Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1618747155,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618747156,33,,Aggregated,0.000000,0.000000,440,460,480,480,490,490,490,490,490,490,490,7,0,440.0,430.14386715159554,374.1811260115355,486.44054200849496,23.142857142857142
1618747157,33,,Aggregated,0.000000,0.000000,440,460,480,480,490,490,490,490,490,490,490,7,0,440.0,430.14386715159554,374.1811260115355,486.44054200849496,23.142857142857142
1618747158,33,,Aggregated,0.000000,0.000000,440,460,480,480,490,490,490,490,490,490,490,7,0,440.0,430.14386715159554,374.1811260115355,486.44054200849496,23.142857142857142
1618747159,182,,Aggregated,8.500000,0.000000,410,470,1200,1500,1800,1900,2000,2100,2200,2200,2200,192,0,400.0,676.5877555099754,124.67849199310876,2245.9100549749564,24.0
1618747160,182,,Aggregated,8.500000,0.000000,410,470,1200,1500,1800,1900,2000,2100,2200,2200,2200,192,0,400.0,676.5877555099754,124.67849199310876,2245.9100549749564,24.0
1618747161,182,,Aggregated,8.500000,0.000000,410,470,1200,1500,1800,1900,2000,2100,2200,2200,2200,192,0,400.0,676.5877555099754,124.67849199310876,2245.9100549749564,24.0
1618747162,331,,Aggregated,49.000000,0.000000,390,490,660,1100,1500,1800,1900,1900,2200,2200,2200,676,0,390.0,585.6684899227681,123.27938400267158,2245.9100549749564,24.11242603550296
1618747163,331,,Aggregated,49.000000,0.000000,390,490,660,1100,1500,1800,1900,1900,2200,2200,2200,676,0,390.0,585.6684899227681,123.27938400267158,2245.9100549749564,24.11242603550296
1618747164,331,,Aggregated,49.000000,0.000000,390,490,660,1100,1500,1800,1900,1900,2200,2200,2200,676,0,390.0,585.6684899227681,123.27938400267158,2245.9100549749564,24.11242603550296
1618747165,479,,Aggregated,93.875000,0.000000,380,500,610,760,1500,1800,1900,1900,2100,2200,2200,1416,0,380.0,530.8408824171418,120.41884698555805,2245.9100549749564,24.036723163841806
1618747166,479,,Aggregated,93.875000,0.000000,380,500,610,760,1500,1800,1900,1900,2100,2200,2200,1416,0,380.0,530.8408824171418,120.41884698555805,2245.9100549749564,24.036723163841806
