Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1618755251,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618755252,37,,Aggregated,0.000000,0.000000,140,150,480,510,560,610,610,610,610,610,610,14,0,140.0,235.57054135614766,57.43406800320372,612.9624229997717,24.857142857142858
1618755253,37,,Aggregated,0.000000,0.000000,140,150,480,510,560,610,610,610,610,610,610,14,0,140.0,235.57054135614766,57.43406800320372,612.9624229997717,24.857142857142858
1618755254,37,,Aggregated,0.000000,0.000000,140,150,480,510,560,610,610,610,610,610,610,14,0,140.0,235.57054135614766,57.43406800320372,612.9624229997717,24.857142857142858
1618755255,185,,Aggregated,16.500000,0.000000,240,540,760,920,1200,1300,1400,1600,1800,1800,1800,237,0,240.0,456.45718219755906,52.15035201399587,1771.007411996834,24.008438818565402
1618755256,185,,Aggregated,16.500000,0.000000,240,540,760,920,1200,1300,1400,1600,1800,1800,1800,237,0,240.0,456.45718219755906,52.15035201399587,1771.007411996834,24.008438818565402
1618755257,185,,Aggregated,16.500000,0.000000,240,540,760,920,1200,1300,1400,1600,1800,1800,1800,237,0,240.0,456.45718219755906,52.15035201399587,1771.007411996834,24.008438818565402
1618755258,334,,Aggregated,67.400000,0.000000,310,540,610,760,1000,1200,1300,1300,1800,1800,1800,778,0,310.0,420.4788973354256,43.694128005881794,1771.007411996834,24.10796915167095
1618755259,334,,Aggregated,67.400000,0.000000,310,540,610,760,1000,1200,1300,1300,1800,1800,1800,778,0,310.0,420.4788973354256,43.694128005881794,1771.007411996834,24.10796915167095
1618755260,334,,Aggregated,67.400000,0.000000,310,540,610,760,1000,1200,1300,1300,1800,1800,1800,778,0,310.0,420.4788973354256,43.694128005881794,1771.007411996834,24.10796915167095
1618755261,483,,Aggregated,115.000000,0.000000,310,530,560,680,970,1200,1300,1300,1700,1800,1800,1578,0,300.0,395.62721967556587,40.90931999962777,1771.007411996834,24.00253485424588
1618755262,483,,Aggregated,115.000000,0.000000,310,530,560,680,970,1200,1300,1300,1700,1800,1800,1578,0,300.0,395.62721967556587,40.90931999962777,1771.007411996834,24.00253485424588
1618755263,483,,Aggregated,115.000000,0.000000,310,530,560,680,970,1200,1300,1300,1700,1800,1800,1578,0,300.0,395.62721967556587,40.90931999962777,1771.007411996834,24.00253485424588
1618755264,633,,Aggregated,178.500000,0.000000,310,520,550,600,860,1100,1300,1300,1600,1800,1800,2665,0,310.0,380.6718495711111,40.90931999962777,1771.007411996834,23.984240150093807
1618755265,633,,Aggregated,178.500000,0.000000,310,520,550,600,860,1100,1300,1300,1600,1800,1800,2665,0,310.0,380.6718495711111,40.90931999962777,1771.007411996834,23.984240150093807
1618755266,633,,Aggregated,178.500000,0.000000,310,520,550,600,860,1100,1300,1300,1600,1800,1800,2665,0,310.0,380.6718495711111,40.90931999962777,1771.007411996834,23.984240150093807
1618755267,780,,Aggregated,273.100000,0.000000,310,480,550,570,820,1100,1300,1300,1500,1800,1800,4020,0,310.0,370.07876383735635,40.90931999962777,1771.007411996834,23.99502487562189
1618755268,780,,Aggregated,273.100000,0.000000,310,480,550,570,820,1100,1300,1300,1500,1800,1800,4020,0,310.0,370.07876383735635,40.90931999962777,1771.007411996834,23.99502487562189
1618755269,780,,Aggregated,273.100000,0.000000,310,480,550,570,820,1100,1300,1300,1500,1800,1800,4020,0,310.0,370.07876383735635,40.90931999962777,1771.007411996834,23.99502487562189
1618755270,929,,Aggregated,365.800000,0.000000,310,480,550,560,790,1000,1200,1300,1400,1800,1800,5661,0,310.0,364.5653931459371,40.90931999962777,1771.007411996834,23.99328740505211
1618755271,929,,Aggregated,365.800000,0.000000,310,480,550,560,790,1000,1200,1300,1400,1800,1800,5661,0,310.0,364.5653931459371,40.90931999962777,1771.007411996834,23.99328740505211
1618755272,929,,Aggregated,365.800000,0.000000,310,480,550,560,790,1000,1200,1300,1400,1800,1800,5661,0,310.0,364.5653931459371,40.90931999962777,1771.007411996834,23.99328740505211
1618755273,1076,,Aggregated,457.900000,0.000000,320,470,550,560,700,990,1200,1300,1400,1800,1800,7589,0,320.0,362.63598847463294,40.90931999962777,1771.007411996834,24.021346685992885
1618755274,1076,,Aggregated,457.900000,0.000000,320,470,550,560,700,990,1200,1300,1400,1800,1800,7589,0,320.0,362.63598847463294,40.90931999962777,1771.007411996834,24.021346685992885
1618755275,1076,,Aggregated,457.900000,0.000000,320,470,550,560,700,990,1200,1300,1400,1800,1800,7589,0,320.0,362.63598847463294,40.90931999962777,1771.007411996834,24.021346685992885
1618755276,1225,,Aggregated,547.300000,0.000000,330,480,550,570,690,970,1200,1300,1400,1800,1800,9728,0,330.0,366.74121424518665,40.90931999962777,1771.007411996834,24.0234375
1618755277,1225,,Aggregated,547.300000,0.000000,330,480,550,570,690,970,1200,1300,1400,1800,1800,9728,0,330.0,366.74121424518665,40.90931999962777,1771.007411996834,24.0234375
1618755278,1225,,Aggregated,547.300000,0.000000,330,480,550,570,690,970,1200,1300,1400,1800,1800,9728,0,330.0,366.74121424518665,40.90931999962777,1771.007411996834,24.0234375
1618755279,1370,,Aggregated,635.300000,0.000000,350,520,550,570,710,950,1200,1300,1300,1700,1800,12059,0,350.0,379.37271484929636,40.90931999962777,1771.007411996834,24.020067999004894
