Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,GET,/polls/help (PaaS),31309,3,0.01%,230.0,322.95646322181796,9.200083446749163,1995.7336658126699,21.276909321181044,156.84915912592626,0.020350345900799323,230,350,420,620,860,920,1020,970,1160,1680,1990
dns_routing,1000,GET,/polls/help (PaaS),60911,1,0.00%,240.0,345.4330144071467,56.94776021912132,2348.660283011796,21.996565953647696,323.72289256324257,0.010101730649578042,240,360,440,620,830,910,1020,990,1180,1340,2250
dns_routing,1500,GET,/polls/help (PaaS),80402,169,0.21%,580.0,666.3231904034315,26.70094068340633,2936.8147333502206,22.791529038656282,388.98875573950124,0.8399436358068455,580,710,860,980,1180,1260,1400,1480,1710,1850,2860
dns_routing,2000,GET,/polls/help (PaaS),93284,20075,21.52%,860.0,852.1613529159217,26.939637874757086,6362.412918565383,121.04975124233798,461.16026712267046,95.68357143953037,890,970,1060,1180,1340,1440,1540,1650,1910,2420,6150
faas_lightweight_routing,500,GET,/polls/help (PaaS),31244,0,0.00%,240.0,296.825667659027,51.69343945337273,2294.0659812718472,22.319885261125957,153.75621206437728,0,240,400,540,550,570,570,560,770,1170,1700,2150
faas_lightweight_routing,1000,GET,/polls/help (PaaS),59778,0,0.00%,250.0,296.9027582715975,50.1571255647297,2319.4307072245897,21.940876803672758,305.99406858671847,0,250,430,560,510,530,580,600,780,1230,1340,2300
faas_lightweight_routing,1500,GET,/polls/help (PaaS),92730,0,0.00%,280.0,321.43824752015905,54.73663296781148,4707.047763123385,21.611431643450324,456.01994582130123,0,280,430,560,550,550,570,630,790,1300,3680,4480
faas_lightweight_routing,2000,GET,/polls/help (PaaS),112771,653,0.58%,450.0,465.6712101417484,51.78566587604853,10946.720308343405,21.64003242500368,574.3393046084641,3.1109019301519734,460,570,580,620,700,830,1010,1110,2400,3490,11350
faas_local_or_remote_paas_routing,500,GET,/polls/help (PaaS),32691,0,0.00%,260.0,346.0138912798466,53.052874550527996,11133.366857157373,21.56219512734972,167.43606812884772,0,270,440,560,560,570,620,810,1050,1870,8810,11120
faas_local_or_remote_paas_routing,1000,GET,/polls/help (PaaS),59145,0,0.00%,360.0,394.45063236276536,55.376097677633105,6526.52431154373,21.86344188333973,313.1563275526799,0,350,540,600,580,660,750,970,1090,2330,5790,6290
faas_local_or_remote_paas_routing,1500,GET,/polls/help (PaaS),93094,3,0.00%,420.0,435.05709669759324,56.85920809550779,9705.465530655996,22.002545236855276,451.456884282247,0.01905962142716124,410,580,590,610,700,780,940,1110,1820,4760,10380
faas_local_or_remote_paas_routing,2000,GET,/polls/help (PaaS),114379,0,0.00%,440.0,452.7732304740571,64.4241557763959,8079.477959763358,21.52554966585715,607.3995071916877,0,460,590,630,630,690,720,830,900,1300,2140,8170
nginx_routing,500,GET,/polls/help (PaaS),30579,0,0.00%,160.0,342.64697777696773,121.38045792660786,1892.237492449569,21.282853455467514,149.9978204721257,0,150,490,590,590,620,630,660,1100,1770,1870,1970
nginx_routing,1000,GET,/polls/help (PaaS),59973,0,0.00%,160.0,327.2354597523885,131.8106264038315,5721.820681978286,22.105997470707624,300.94642840498204,0,160,480,600,580,580,650,630,970,1540,1940,5870
nginx_routing,1500,GET,/polls/help (PaaS),88808,0,0.00%,230.0,360.8729249498049,130.62758321963187,2474.267271079808,21.880434032910742,446.34907738453654,0,230,490,580,590,640,650,680,940,1470,1960,2470
nginx_routing,2000,GET,/polls/help (PaaS),99478,0,0.00%,490.0,477.15082344209304,131.0664711121075,6999.810479076644,22.26601378807399,487.8115584538504,0,490,590,610,660,770,890,1000,1190,1640,2180,7500
