Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,21807,0,4600.0,4889.8503116430575,2472.2882000060054,7801.411599997664,22.0,146.01886875696738,0.0,4600,5400,5800,6000,6700,7200,7500,7600,7700,7800,7800
,Aggregated,21807,0,4600.0,4889.8503116430575,2472.2882000060054,7801.411599997664,22.0,146.01886875696738,0.0,4600,5400,5800,6000,6700,7200,7500,7600,7700,7800,7800
