Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,15513,0,3900.0,4488.967116102663,1453.930700008641,10593.977199998335,22.0,104.36996476051641,0.0,3900,5000,6100,6400,7800,9000,9800,10000,11000,11000,11000
,Aggregated,15513,0,3900.0,4488.967116102663,1453.930700008641,10593.977199998335,22.0,104.36996476051641,0.0,3900,5000,6100,6400,7800,9000,9800,10000,11000,11000,11000
