Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,20790,0,4000.0,4483.439898701313,2064.4745999888983,12883.255100008682,22.0,140.00841258726712,0.0,4000,4500,5000,5300,6500,9100,12000,12000,13000,13000,13000
,Aggregated,20790,0,4000.0,4483.439898701313,2064.4745999888983,12883.255100008682,22.0,140.00841258726712,0.0,4000,4500,5000,5300,6500,9100,12000,12000,13000,13000,13000
