Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,GET,/polls/contacts (FaaS),33338,1,0.00%,220.0,327.85180313366095,47.181377579720476,1772.9749990468201,26.132744731614544,161.283916658028,0.010206931179785803,230,360,420,580,850,930,1000,980,1200,1510,1840
dns_routing,1000,GET,/polls/contacts (FaaS),63864,7,0.01%,230.0,330.57958886800935,49.23420918102789,5050.804420948845,25.703408014966698,317.4295310322123,0.035532364484167085,230,380,440,680,870,900,960,1030,1220,1710,4800
dns_routing,1500,GET,/polls/contacts (FaaS),76863,216,0.28%,610.0,663.3367965309918,28.609747155047817,4156.903190591349,26.2866568071323,401.440146230703,1.041740164788461,620,740,850,980,1230,1340,1420,1520,1640,1930,4090
dns_routing,2000,GET,/polls/contacts (FaaS),96850,20020,20.67%,850.0,892.2656182159004,25.549644805303632,4901.789105380975,128.16876950597106,478.63919794620733,97.52227641539882,890,980,1100,1240,1300,1440,1540,1750,1850,2440,4870
faas_lightweight_routing,500,GET,/polls/contacts (FaaS),32010,0,0.00%,330.0,327.0737664659585,38.73807244238316,2299.591393093073,25.138168851746375,154.21563177304262,0,320,460,520,570,620,640,650,680,860,1080,2320
faas_lightweight_routing,1000,GET,/polls/contacts (FaaS),61576,1,0.00%,420.0,451.49320752954037,43.210356595635,11111.141327702338,26.253134212690075,307.7182546602539,0.00995278430749338,430,530,640,640,770,1090,1400,1650,2260,7160,11310
faas_lightweight_routing,1500,GET,/polls/contacts (FaaS),92873,0,0.00%,470.0,481.8574114434966,45.981588900452714,7620.686460737522,25.33664057848116,456.7791755408332,0,480,590,650,650,750,850,980,1100,1440,1730,7400
faas_lightweight_routing,2000,GET,/polls/contacts (FaaS),115766,710,0.61%,600.0,586.0292763337665,43.12460296162951,9843.257370843823,25.96823812015811,569.0824868908054,3.533433022335238,610,670,750,770,880,1000,1050,1210,2590,3510,9950
faas_local_or_remote_paas_routing,500,GET,/polls/contacts (FaaS),33360,0,0.00%,250.0,274.4149313314199,24.460498964736484,9901.230242118381,25.51603476117975,163.67472661655722,0,260,350,370,410,440,510,720,930,1560,4440,9880
faas_local_or_remote_paas_routing,1000,GET,/polls/contacts (FaaS),63898,1,0.00%,360.0,384.6337984747791,29.766900377711355,10104.282733070728,25.52711195314276,315.4221611707112,0.005101387613548375,360,440,480,490,640,890,1230,1260,1820,5560,10160
faas_local_or_remote_paas_routing,1500,GET,/polls/contacts (FaaS),93060,4,0.00%,400.0,433.44454272568606,34.84230134692074,10773.605244352655,25.47258063202608,431.30774882084137,0.024110312968484572,390,470,510,560,720,910,1090,1340,1680,8370,10720
faas_local_or_remote_paas_routing,2000,GET,/polls/contacts (FaaS),120374,0,0.00%,400.0,419.19547129299616,40.34800654073343,9767.607417935274,26.926938090520707,606.5644139684554,0,410,480,520,540,590,750,880,950,1100,2310,9720
nginx_routing,500,GET,/polls/contacts (FaaS),29896,1,0.00%,240.0,507.28189382980264,115.37308346367945,17093.130053420642,26.761248303857386,151.87051509931734,0.009692293914262533,240,540,600,630,640,720,5010,6240,8050,8830,17650
nginx_routing,1000,GET,/polls/contacts (FaaS),59816,1,0.00%,420.0,456.94627269672674,115.62452995387645,9939.47892880612,25.02249096748152,300.2563886153909,0.004805616789455543,420,610,640,690,770,820,960,1000,1570,4300,10170
nginx_routing,1500,GET,/polls/contacts (FaaS),90585,2,0.00%,460.0,474.45974541151026,128.34525768320336,10194.81362262095,25.007678739369048,447.84435784461556,0.010022730394483979,450,650,690,700,750,820,1110,1180,1590,4330,9610
nginx_routing,2000,GET,/polls/contacts (FaaS),107361,1,0.00%,710.0,899.2061348141661,125.17628094772584,10679.140052408153,27.004566195730835,532.0463610678729,0.00964512742525108,710,820,950,1060,1940,2590,3100,3500,4830,8500,10620
