Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,22881,0,8900.0,9083.88016121246,6003.631200001109,13752.60690000141,22.0,154.25170252513834,0.0,8900,9600,10000,11000,12000,13000,13000,14000,14000,14000,14000
,Aggregated,22881,0,8900.0,9083.88016121246,6003.631200001109,13752.60690000141,22.0,154.25170252513834,0.0,8900,9600,10000,11000,12000,13000,13000,14000,14000,14000,14000
