Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,GET,/polls/contacts (FaaS),32413,2,0.01%,220.0,338.5488484546233,43.87708781190429,1782.3897653331971,26.300659663369213,157.47843731821513,0.00969466448475689,230,370,410,560,820,940,1010,970,1230,1510,1750
dns_routing,1000,GET,/polls/contacts (FaaS),64048,6,0.01%,240.0,347.9746431341245,46.8486607598912,5011.807098261319,26.822568602907513,324.87727594321586,0.033571405956735544,230,360,420,660,840,950,980,1010,1150,1730,4820
dns_routing,1500,GET,/polls/contacts (FaaS),77011,210,0.27%,590.0,686.9878760929888,28.668965676872144,4059.678199403025,27.069187820271086,382.15628633491025,1.0456077498415284,580,750,890,1010,1170,1350,1340,1480,1720,1960,4060
dns_routing,2000,GET,/polls/contacts (FaaS),93611,20365,21.75%,870.0,856.5574488049157,26.729209193402315,4708.685334277584,129.80057761657437,473.79167364064176,93.85940094433465,900,990,1090,1170,1280,1480,1540,1690,1940,2550,4830
faas_lightweight_routing,500,GET,/polls/contacts (FaaS),31908,0,0.00%,330.0,321.4672134823398,38.58021006319172,2297.199375857109,26.490754562877523,157.02442342128208,0,320,450,530,570,620,620,660,680,870,1140,2380
faas_lightweight_routing,1000,GET,/polls/contacts (FaaS),63602,2,0.00%,430.0,438.63108134843435,42.605588427452155,10706.903937504205,25.70223581774996,317.5772367446793,0.009861497634093505,440,560,590,630,730,1060,1370,1570,2220,7160,11040
faas_lightweight_routing,1500,GET,/polls/contacts (FaaS),94578,0,0.00%,480.0,470.80282012320964,43.759637500422826,7389.263076640301,26.54461862100886,436.26721183014024,0,490,570,660,650,750,840,1000,1050,1420,1840,7600
faas_lightweight_routing,2000,GET,/polls/contacts (FaaS),107782,696,0.65%,590.0,587.9125111462275,43.94833477382826,10008.334796751013,26.481261539156286,565.0224577974159,3.393275321903599,600,670,710,750,840,960,1070,1160,2670,3640,9610
faas_local_or_remote_paas_routing,500,GET,/polls/contacts (FaaS),31349,0,0.00%,250.0,258.3890635188604,25.769603830837767,9848.08230396202,25.604262857701407,156.8383620522689,0,260,340,370,400,420,480,740,960,1600,4570,9530
faas_local_or_remote_paas_routing,1000,GET,/polls/contacts (FaaS),60564,0,0.00%,360.0,371.43482813125553,31.351664661686446,10689.641001443857,25.443699870938524,317.2890156215958,0.005074489073997214,360,450,460,480,600,910,1240,1280,1840,5550,10370
faas_local_or_remote_paas_routing,1500,GET,/polls/contacts (FaaS),88921,4,0.00%,400.0,439.36896451610215,33.96529956228822,10880.98146599124,26.21148219750426,454.8862959972118,0.023947585908710673,410,470,530,560,740,940,1110,1300,1750,8240,10900
faas_local_or_remote_paas_routing,2000,GET,/polls/contacts (FaaS),121613,0,0.00%,410.0,417.8883307786113,40.51697458834013,9465.389334503516,25.694702249118137,601.31481785645,0,410,480,530,540,600,740,910,930,1140,2330,9590
nginx_routing,500,GET,/polls/contacts (FaaS),30487,1,0.00%,230.0,508.71798305176213,109.03955203113883,17396.850478741155,25.450752216399582,141.27652942254323,0.009591762359070636,240,530,600,600,690,730,5150,6330,7760,8460,16950
nginx_routing,1000,GET,/polls/contacts (FaaS),62481,1,0.00%,410.0,461.01972212378,113.88561378693174,10300.365610973213,26.72501849960372,298.37999140760286,0.005057142793692388,410,600,640,660,750,880,950,980,1580,4270,10390
nginx_routing,1500,GET,/polls/contacts (FaaS),93442,1,0.00%,430.0,469.9551228209199,118.99625916722358,10335.17899455494,25.95684846856206,448.78163582976407,0.010205929134882667,430,640,690,720,760,870,1090,1160,1570,4140,9600
nginx_routing,2000,GET,/polls/contacts (FaaS),106390,1,0.00%,710.0,929.9774472190793,134.842109387604,10593.960974213443,25.972985620546414,499.84947887966683,0.010198807611673364,740,800,900,1080,1860,2630,3150,3550,4660,8280,11150
