Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,15512,0,4800.0,5471.537788815109,2187.7945000014734,10886.292800001684,22.0,104.41123791929633,0.0,4800,6900,7400,7700,8800,9400,10000,11000,11000,11000,11000
,Aggregated,15512,0,4800.0,5471.537788815109,2187.7945000014734,10886.292800001684,22.0,104.41123791929633,0.0,4800,6900,7400,7700,8800,9400,10000,11000,11000,11000,11000
