Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,46595,0,3300.0,3424.558053055054,2072.1880000055535,5964.12620000774,22.0,317.1152182624241,0.0,3300,3600,3800,4000,4700,5200,5500,5700,5900,6000,6000
,Aggregated,46595,0,3300.0,3424.558053055054,2072.1880000055535,5964.12620000774,22.0,317.1152182624241,0.0,3300,3600,3800,4000,4700,5200,5500,5700,5900,6000,6000
