Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,21462,2,7800.0,8459.604262804063,5419.290699996054,15765.268799994374,21.99794986487746,144.1738701448725,0.013435268860765306,7800,8800,9700,10000,12000,13000,13000,13000,14000,15000,16000
,Aggregated,21462,2,7800.0,8459.604262804063,5419.290699996054,15765.268799994374,21.99794986487746,144.1738701448725,0.013435268860765306,7800,8800,9700,10000,12000,13000,13000,13000,14000,15000,16000
