Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,,Aggregated,64928,5,0.01%,220.0,319.3612295851451,8.976015404529356,2036.985537111872,23.83222020693015,311.56533426131716,0.030592902317007103,220,360,420,580,830,890,970,1000,1150,1630,1970
dns_routing,1000,,Aggregated,126576,9,0.01%,240.0,338.95964971050324,48.68201126712543,4864.755976902749,23.735459709529092,619.7436256386899,0.04319542654562769,240,370,420,640,890,880,960,1000,1180,1510,5060
dns_routing,1500,,Aggregated,157043,382,0.24%,590.0,660.4993750658181,27.828725543498766,4038.413515212304,26.015726022719917,750.4415341001436,1.8924642390761235,610,710,860,1010,1170,1340,1350,1490,1680,1880,3960
dns_routing,2000,,Aggregated,184158,38869,21.11%,860.0,854.0970604285349,24.95634778747695,6145.5615023116225,122.7864288092469,954.9788213439018,194.9275963386987,890,1000,1110,1210,1250,1420,1580,1720,1910,2400,6170
faas_lightweight_routing,500,,Aggregated,63976,0,0.00%,300.0,299.87127614759413,41.50180352602584,2275.5382311602934,24.429441603509243,327.2556732995451,0,300,450,550,530,580,610,650,670,1120,1750,2420
faas_lightweight_routing,1000,,Aggregated,121270,2,0.00%,380.0,365.08894841939235,40.51149392526898,10548.479317907917,24.735379996387834,603.1401474995081,0.009861563045885993,370,510,540,530,630,800,1160,1410,2170,5200,10920
faas_lightweight_routing,1500,,Aggregated,180640,0,0.00%,410.0,403.038623604808,43.31405860752929,7739.49559553334,23.51228293215798,900.9701707832994,0,420,530,550,600,680,760,870,1000,1420,3330,7730
faas_lightweight_routing,2000,,Aggregated,224769,1382,0.61%,560.0,525.5356814767734,43.50319541327968,11374.243564090453,23.41325337205181,1087.1274857246237,6.908067708666427,530,600,680,680,810,930,1120,1240,2520,3490,11070
faas_local_or_remote_paas_routing,500,,Aggregated,67487,0,0.00%,260.0,305.2982811047887,24.37445182097189,11068.942186029944,24.071660272498676,333.05779405690475,0,270,400,430,440,570,570,780,980,1830,7300,11420
faas_local_or_remote_paas_routing,1000,,Aggregated,126970,1,0.00%,340.0,395.6976397874222,30.985237068945917,10794.483819824674,23.9611133168417,629.779558469233,0.005003261641183,350,480,540,570,640,780,1090,1160,2120,6050,10000
faas_local_or_remote_paas_routing,1500,,Aggregated,178660,8,0.00%,420.0,422.92506037571803,33.45780900427458,10946.39287723938,23.851312397164072,864.1983546272384,0.042645056878828136,400,510,590,600,710,880,1140,1150,1740,8320,11100
faas_local_or_remote_paas_routing,2000,,Aggregated,240290,0,0.00%,420.0,432.2668417908203,41.08682603127422,9994.964786975668,23.519821219165646,1148.3918454766147,0,450,500,560,620,670,750,870,950,1290,2110,10110
nginx_routing,500,,Aggregated,58566,1,0.00%,220.0,423.9318454751185,113.69059178397613,17066.520722728394,24.600286098406084,299.60210157593684,0.009637841338410318,230,510,580,580,630,680,1180,5380,7770,8290,17350
nginx_routing,1000,,Aggregated,126622,0,0.00%,340.0,395.41657493640315,115.51046722727254,10517.370265351585,24.50535085935294,628.0849190121351,0.005056762428408004,320,540,620,600,710,750,900,1000,1620,3070,9980
nginx_routing,1500,,Aggregated,179519,1,0.00%,370.0,434.40902350025925,121.96012429376579,9989.19268605553,24.557787775701218,907.719168953097,0.009590017483723167,370,570,640,640,710,780,980,1170,1630,2140,10320
nginx_routing,2000,,Aggregated,213256,2,0.00%,580.0,715.8097098448204,132.61405032761067,11124.439854579547,24.904607686556492,1000.6768023812732,0.010284868081367122,580,690,740,830,1080,1920,2610,3300,4430,8090,11110
