Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,GET,/polls/help (PaaS),31182,4,0.01%,230.0,330.6710749901108,8.650590084130998,2060.7825026829723,21.87361192297026,156.82677206602222,0.020142931959880195,220,370,420,600,860,930,1030,960,1230,1740,2010
dns_routing,1000,GET,/polls/help (PaaS),62171,2,0.00%,230.0,329.86718100835424,55.559781669354194,2308.314160617986,22.519180911023923,325.5135315393805,0.009526045898380943,240,380,430,600,880,950,1000,1010,1170,1400,2260
dns_routing,1500,GET,/polls/help (PaaS),76477,174,0.23%,610.0,691.9826143427512,26.85696622318774,2765.6089684938324,22.95847550004697,401.3016083327345,0.8397820020739571,590,750,870,970,1180,1290,1360,1550,1690,1870,2750
dns_routing,2000,GET,/polls/help (PaaS),98379,20677,21.02%,850.0,874.1923535543011,25.723512183739107,5992.332034919553,126.04835023336366,453.96263217832427,98.96873149154594,880,960,1130,1230,1250,1350,1650,1720,1930,2550,6130
faas_lightweight_routing,500,GET,/polls/help (PaaS),31521,0,0.00%,230.0,288.3657523617573,50.64027660736476,2162.1430459708,22.836167948946386,163.4540210808985,0,240,390,520,550,550,540,570,800,1230,1670,2140
faas_lightweight_routing,1000,GET,/polls/help (PaaS),60246,0,0.00%,250.0,294.67317533970123,53.181738797089324,2300.2583660660835,22.28157098101243,296.90182341955034,0,240,420,550,520,530,550,600,780,1180,1300,2340
faas_lightweight_routing,1500,GET,/polls/help (PaaS),94637,0,0.00%,280.0,329.5296398912276,53.56432469599592,4421.321563560597,22.053665214496448,431.7547745526094,0,280,420,560,560,570,570,620,810,1270,3760,4590
faas_lightweight_routing,2000,GET,/polls/help (PaaS),111864,621,0.56%,450.0,474.0947052457024,54.16885454930287,10724.077084812936,22.551920975704853,552.7962177568741,3.3021643218402343,450,550,600,630,710,820,980,1080,2390,3570,10880
faas_local_or_remote_paas_routing,500,GET,/polls/help (PaaS),32368,0,0.00%,270.0,325.92685999870963,53.377843863517185,11148.233744556896,22.44344064142368,165.9821176125335,0,260,440,540,530,560,620,770,1110,1820,8160,11380
faas_local_or_remote_paas_routing,1000,GET,/polls/help (PaaS),61397,0,0.00%,340.0,382.170649102758,55.9875227581551,6400.693046846781,22.272953725217146,307.70317650390064,0,350,540,570,610,620,770,910,1070,2370,5790,6520
faas_local_or_remote_paas_routing,1500,GET,/polls/help (PaaS),93145,3,0.00%,410.0,412.57876757476794,59.454937335647074,9781.54836559329,21.38092797827769,429.1591052852485,0.01975980664364357,410,550,630,630,670,810,940,1090,1730,4530,10170
faas_local_or_remote_paas_routing,2000,GET,/polls/help (PaaS),118954,0,0.00%,440.0,445.17244026877137,61.30832921116653,8390.731101977775,22.45477095780597,598.2888176872821,0,470,590,630,640,680,760,860,900,1290,2200,8120
nginx_routing,500,GET,/polls/help (PaaS),31192,0,0.00%,160.0,351.3799317801009,129.4996452465618,1935.92013735198,21.261697362563783,147.45600186054833,0,150,470,610,580,590,640,660,1080,1780,1860,1990
nginx_routing,1000,GET,/polls/help (PaaS),59895,0,0.00%,170.0,336.12783945154075,128.9106015558251,5760.029004697681,22.387377699667113,314.01380615151254,0,170,480,560,570,590,620,660,950,1500,1950,5700
nginx_routing,1500,GET,/polls/help (PaaS),91283,0,0.00%,230.0,348.96803944714037,130.2799104496439,2378.4824360966045,21.79410724005255,440.8683338990528,0,230,470,590,590,630,660,660,940,1510,1950,2590
nginx_routing,2000,GET,/polls/help (PaaS),102905,0,0.00%,500.0,481.08851350713053,129.54867764990334,7559.290331248867,22.13719513558703,486.99575382536347,0,510,610,620,630,730,850,1020,1210,1730,2140,7090
