Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/polls/help,16116,0,350.0,596.9999052928756,118.62049999763258,7085.760700007086,22.0,108.04254347448094,0.0,350,580,740,880,1500,1900,2400,2700,3500,6300,7100
,Aggregated,16116,0,350.0,596.9999052928756,118.62049999763258,7085.760700007086,22.0,108.04254347448094,0.0,350,580,740,880,1500,1900,2400,2700,3500,6300,7100
