Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,GET,/polls/contacts (FaaS),30965,2,0.01%,220.0,335.6625464544539,46.2535391173751,1753.4591586088277,26.376022736524394,157.86229624837506,0.01021914946540154,220,350,410,600,880,940,970,980,1210,1540,1760
dns_routing,1000,GET,/polls/contacts (FaaS),64187,7,0.01%,230.0,335.8858804262581,48.76985874064101,5015.566210137987,25.941890592698723,318.94783278688254,0.03550078564173072,230,380,420,670,840,950,1020,1000,1230,1680,4870
dns_routing,1500,GET,/polls/contacts (FaaS),75637,223,0.29%,580.0,682.3058289968762,27.55454227185538,4233.13303903552,27.08590915357345,397.1395938163709,1.067908444889209,600,720,870,970,1220,1310,1430,1440,1720,1860,4200
dns_routing,2000,GET,/polls/contacts (FaaS),93344,19041,20.40%,910.0,875.3099954894449,25.193191282768304,4670.527532800937,123.24055376447413,480.43636969923756,96.09591385979738,890,1020,1070,1210,1290,1550,1660,1760,1910,2480,4660
faas_lightweight_routing,500,GET,/polls/contacts (FaaS),33316,0,0.00%,320.0,318.5616347512094,39.733545717305944,2436.5650626387896,26.215215338821437,163.1256023909973,0,320,470,560,570,630,640,630,690,850,1100,2310
faas_lightweight_routing,1000,GET,/polls/contacts (FaaS),60503,1,0.00%,420.0,459.09749417847996,41.5421797351811,10781.736175684266,26.761365270382825,302.52739398629586,0.010258143969130502,440,560,630,650,740,1100,1390,1620,2300,7270,11270
faas_lightweight_routing,1500,GET,/polls/contacts (FaaS),94443,0,0.00%,460.0,464.1465153861579,46.152068087462325,7495.297545034283,25.13980526006356,467.57852525885977,0,490,600,650,670,740,830,990,1070,1370,1800,7660
faas_lightweight_routing,2000,GET,/polls/contacts (FaaS),113989,730,0.64%,600.0,579.0558285181091,43.57690606877803,9838.688178041242,25.413638809640396,566.6511923433806,3.4093337565084836,610,670,710,750,850,950,1090,1150,2520,3610,10300
faas_local_or_remote_paas_routing,500,GET,/polls/contacts (FaaS),32714,0,0.00%,260.0,259.6815454191317,24.861637447034813,10124.191796452213,25.12059310295495,158.59738400404282,0,250,330,370,410,440,490,770,980,1600,4610,9860
faas_local_or_remote_paas_routing,1000,GET,/polls/contacts (FaaS),61026,1,0.00%,350.0,382.81203082180446,29.90691521176655,10652.02830631287,25.460505361470204,298.9864351494297,0.004887760678382546,350,440,480,510,630,860,1180,1290,1880,5490,10270
faas_local_or_remote_paas_routing,1500,GET,/polls/contacts (FaaS),91708,4,0.00%,380.0,438.005210089679,33.44264502624451,10573.521638852315,26.97339128801397,454.294946987317,0.02469619240563733,380,470,510,530,720,960,1130,1320,1640,8330,10990
faas_local_or_remote_paas_routing,2000,GET,/polls/contacts (FaaS),116329,0,0.00%,410.0,408.01315522650265,41.85810023692269,9645.715417101525,26.49855113806972,574.6613795996719,0,430,480,510,550,610,750,910,910,1050,2490,9840
nginx_routing,500,GET,/polls/contacts (FaaS),29108,2,0.01%,240.0,532.4016336872535,109.02153045241025,16686.8516456098,26.05937461466647,152.67614906854203,0.009861768001180759,230,500,600,620,690,690,5030,6180,7640,8460,16360
nginx_routing,1000,GET,/polls/contacts (FaaS),60885,0,0.00%,400.0,458.35329118601646,122.16028988295095,10428.895598640891,26.261417157956316,293.05387244143327,0.0051441835163398624,410,600,680,670,740,870,940,960,1560,4290,10320
nginx_routing,1500,GET,/polls/contacts (FaaS),88182,1,0.00%,460.0,495.58974332361566,122.5996986202848,10581.271763391393,26.40898689523289,437.7207837257426,0.010153446160880524,430,630,670,700,750,840,1100,1200,1590,4080,9900
nginx_routing,2000,GET,/polls/contacts (FaaS),107402,2,0.00%,700.0,869.127837851242,128.5204622392889,10794.296992504576,27.047699324060325,519.5474720065786,0.00977326609637681,700,820,890,1100,1900,2530,3080,3590,4740,8190,10940
